bioproject_label,bioproject_label_id,bioproject_url,project_tilte,project_description,is_relevance_industrial,is_relevance_environmental,relevance_other,is_relevance_agricultural,is_relevance_model_organism,is_relevance_evolution
PRJNA575263,575263,https://www.ncbi.nlm.nih.gov/bioproject/575263,"A complex interplay between nitric oxide, quorum sensing and a unique secondary metabolite tundrenone constitutes hypoxia response in Methylobacter","Methylobacter species, members of the Methylococcales, have recently emerged as some of the globally widespread, cosmopolitan species, appearing to play a key role in consumption of methane in a variety of environments and across gradients of dioxygen tensions. We approached the question of how Methylobacter copes with low dioxygen partial pressures that it encounters in its natural habitats, via laboratory manipulation. Through comparative transcriptomics of cultures grown under high dioxygen partial pressure and cultures starved for dioxygen, we identified a gene cluster encoding a hybrid cluster protein along with sensing and regulatory functions. Through mutant analysis we demonstrated that this gene cluster is involved in both oxidative and nitrosative stress responses and in NO reduction, while being responsive to NO, likely through direct sensing. Through additional transcriptomic analyses, we further uncovered a complex interconnection between the NO-mediated stress response and quorum sensing in turn controlling synthesis of the secondary metabolite tundrenone, these two systems being inversely regulated. Some of the key methylotrophy functions, such as the two alternative methanol dehydrogenases seem to be parts of the stress response regulatory cascade. One intriguing scenario that emerged from our analyses is that the main role of the respiratory denitrification pathway may be in producing the signaling molecule, NO, in response to hypoxia, rather than in serving as an energy-generating pathway. This novel and complex hypoxia stress response system is unique to Methylobacter tundripaludum, and it may play a role in the environmental fitness of these organisms and in their cosmopolitan environmental distribution. Overall design: 10 samples from Methylobacter tundripaludum 31/32 and 6 from M. tundripaludum 21/22 were processed with biological duplicates across a variety of conditions. In 31/32 the wild-type sequence was grown with either nitrate or ammonia as the provided nitrogen sources (2 samples). Also in 31/32, the wild-type and a deletion mutant in hcp/hcr were grown with and without low dioxygen stress, and with either nitrate or ammonia as the added nitrogen source (8 samples). In 21/22, the wild type and two mutant strains (one in the quorum sensing systema and one in the production of tundrinone) and the wild type were each grown in nitrate or ammonia as the proviced nitrogen source (6 samples).",,,Unknown,,,
PRJNA573467,573467,https://www.ncbi.nlm.nih.gov/bioproject/573467,Candidatus Methylospira mobilis strain:Shm1 Genome sequencing,"Complete genome of Methylospira mobilis, strain Shm1",,True,,,,
PRJNA564367,564367,https://www.ncbi.nlm.nih.gov/bioproject/564367,Methylomonas rhizoryzae strain:GJ1 Genome sequencing and assembly,methane metabolismus Methylomonas rhizoryzae GJ1T,,True,,,,
PRJNA535342,535342,https://www.ncbi.nlm.nih.gov/bioproject/535342,"""Methylotuvimicrobium buryatense"" 5GB1C lanthanum-response repressor mutants","Several of the metabolic enzymes in methanotrophic bacteria rely on metals for both their expression and their catalysis. The MxaFI methanol dehydrogenase enzyme complex uses calcium as a cofactor to oxidize methanol, while the alternative methanol dehydrogenase XoxF uses lanthanide metals such as lanthanum and cerium for the same function. Lanthanide metals, abundant in the earth’s crust and widely used in electronic devices, strongly repress the transcription of mxaF yet activate the transcription of xoxF. This regulatory program, called the “lanthanide switch,” is central to methylotrophic metabolism, but its components are unknown. To uncover additional components of the lanthanide switch, we designed a mutagenesis system in the Type I gammaproteobacterial methanotroph “Methylotuvimicrobium buryatense” 5GB1C and selected for mutants unable to repress the mxaF promoter in the presence of lanthanum. Whole genome resequencing for multiple lanthanide switch mutants identified several unique point mutations in a single gene encoding a TonB-dependent receptor, which we have named LanA. While the LanA TonB-dependent receptor is absolutely required for the lanthanide switch, it does not affect lanthanum uptake by the bacterium. Deletion of a separate lanthanide-repressible gene encoding a TonB protein had no effect on the lanthanide switch or on lanthanum uptake. The discovery of this novel component of the lanthanide regulatory system highlights the complexity of this circuit and suggests further components are likely involved.",,,,,True,
PRJNA520977,520977,https://www.ncbi.nlm.nih.gov/bioproject/520977,Methylococcaceae bacterium FWC3 Genome sequencing and assembly,We have done isolation of methanotrophs from a variety of habitats. This isolate FWC3 is one of the putative novel genus and species within Methylococcaceae family.,,True,,,,
PRJNA517935,517935,https://www.ncbi.nlm.nih.gov/bioproject/517935,A mutagenic screen identifies a TonB-dependent receptor required for the lanthanide metal switch in the Type I methanotroph “Methylotuvimicrobium buryatense” 5GB1C,"Several of the metabolic enzymes in methanotrophic bacteria rely on metals for both their expression and their catalysis. The MxaFI methanol dehydrogenase enzyme complex uses calcium as a cofactor to oxidize methanol, while the alternative methanol dehydrogenase XoxF uses lanthanide metals such as lanthanum and cerium for the same function. Lanthanide metals, abundant in the earth’s crust and widely used in electronic devices, strongly repress the transcription of mxaF yet activate the transcription of xoxF. This phenomenon of mxaF repression and xoxF activation in the presence of lanthanides is called the “lanthanide switch.” To better understand components of the lanthanide switch in the Type I gammaproteobacterial methanotroph “Methylotuvimicrobium buryatense” 5GB1C, we designed a mutagenesis system and selected for mutants unable to repress the mxaF promoter in the presence of lanthanum. Whole genome resequencing for multiple lanthanide switch mutants identified several unique point mutations in a single gene encoding a TonB-dependent receptor, which we have named LanA. While the LanA TonB-dependent receptor is absolutely required for the lanthanide switch, it does not affect lanthanum uptake by the bacterium. Deletion of a separate lanthanide-repressible gene encoding a TonB protein had no effect on the lanthanide switch or on lanthanum uptake. The discovery of this novel component of the lanthanide regulatory system highlights the complexity of this circuit and suggests further components are likely involved. Overall design: Wild-type and lanA mutants were each assesed in the presence and absence of lanthanum, with two biological replicates for each strain in each condition (total 8 samples).",,,Unknown,,,
PRJNA517824,517824,https://www.ncbi.nlm.nih.gov/bioproject/517824,Methylocaldum sp. BRCS4 Genome sequencing and assembly,A methanotrophic bacteria from the Methylocaldum genus isolated from cow manure.,,True,,,,
PRJNA515283,515283,https://www.ncbi.nlm.nih.gov/bioproject/515283,Methylotuvimicrobium buryatense strain:5GB1C Genome sequencing,"Several of the metabolic enzymes in methanotrophic bacteria rely on metals for both their expression and their catalysis. The MxaFI methanol dehydrogenase enzyme complex uses calcium as a cofactor to oxidize methanol, while the alternative methanol dehydrogenase XoxF uses lanthanide metals such as lanthanum and cerium for the same function. Lanthanide metals, abundant in the earth’s crust and widely used in electronic devices, strongly repress the transcription of mxaF yet activate the transcription of xoxF. This phenomenon of mxaF repression and xoxF activation in the presence of lanthanides is called the “lanthanide switch.” To better understand components of the lanthanide switch in the Type I gammaproteobacterial methanotroph Methylotuvimicrobium buryatense 5GB1C, we designed a mutagenesis system and selected for mutants unable to repress the mxaF promoter in the presence of lanthanum. Whole genome resequencing for multiple lanthanide switch mutants identified several unique point mutations in a single gene encoding a TonB-dependent receptor, which we have named LanA. While the LanA TonB-dependent receptor is absolutely required for the lanthanide switch, it does not affect lanthanum uptake by the bacterium. Deletion of a separate lanthanide-repressible gene encoding a TonB protein had no effect on the lanthanide switch or on lanthanum uptake. The identification of this regulatory system highlights the beneficial aspects of classical genetic techniques over sequence homology searches to investigate lanthanide regulatory and uptake mechanisms.",,True,,,,
PRJNA510716,510716,https://www.ncbi.nlm.nih.gov/bioproject/510716,Candidatus Methylobacter oryzae strain:KRF1 Genome sequencing and assembly,This study involved isolation and cultivation of methanotrophic bacteria from various niches and study of their draft genomes for studying their metabolic properties and environmental roles.,,True,,,,
PRJNA510013,510013,https://www.ncbi.nlm.nih.gov/bioproject/510013,LLC GIPROBIOSINTEZ Methylococcus capsulatus Genome sequencing and assembly,The strain belongs to GIPROBIOSINTEZ LLС</p><p>The strain is deposited in Russian National Collection of Industrial Microorganisms (VKPM) - national patent depositing</p><p>Depositor - GIPROBIOSINTEZ LLС</p><p>Registration number VKPM-B-12549</p><p>The strain was isolated by an enrichment culture technique with the following stepped</p><p>autoselection in continuous process under increasing flow rate from 0.35-0.36 h¯¹ in a simple mineral media without any growth factors or further organic compounds under the temperature of 42-45⁰C and рН 5.6-5.9 in the atmosphere of methane/air (from 1:2.5 up to 1:3.0),,,,,,
PRJNA508275,508275,https://www.ncbi.nlm.nih.gov/bioproject/508275,Genome-scale revealing the central metabolic network of the fast growing methanotroph Methylomonas sp. ZR1,"Methylomonas sp. ZR1 was an isolated new methanotrophs that could utilize methane and methanol growing fast and synthesizing value added compounds such as lycopene. In this study, the genomic background and the expression pattern for the central metabolic pathways of ZR1 with methane and methanol as carbon sources were analyzed. Complete EMP, ED, PP and TCA pathway were proved to exist and express in ZR1. The ppi-dependent EMP enzyme and complete TCA cycle efficiently produce energy and reduce power for the growth of ZR1，which might be responsible for its fast growth. Lower TCA cycle activity might be responsible for the worse growth of ZR1 with methanol under 30℃. Several important metabolic pathways were found correlating with carbon sources. Metabolism of formaldehyde was proved to be a key nod that may be responsible for the carbon conversion efficiency in ZR1. The higher expression level of the formaldehyde assimilation genes in comparison with the catabolism genes might be responsible for the higher carbon conversion efficiency of ZR1 from methane than methanol. Meanwhile, the flexible nitrogen and carotene metabolism related with the carbon substrates were also investigated in ZR1. Nitrogenase genes in ZR1 were found to be highly expressed with methane as carbon sources even though enough nitrate existed in the medium. Transcript level competition between the C40 and C30 metabolic genes might be responsible for the different categories of carotenoids pigments of ZR1 synthesized from the two kinds of C1 substrates.",,,,,,
PRJNA504474,504474,https://www.ncbi.nlm.nih.gov/bioproject/504474,Interspecies chemical signalling in a methane-oxidizing bacterial community,"Multiple species of bacteria oxidize methane in the environment after it is produced by anaerobic ecosystems. These organisms provide a carbon and energy source for species that cannot oxidize methane themselves, thereby serving a key role in these niches while also sequestering this potent greenhouse gas before it enters the atmosphere. Deciphering the molecular details of how methane-oxidizing bacteria interact in the environment enables us to understand an important aspect that shapes the structure and function these communities. Here we show that many members of the Methylomonas genus possess a LuxR-type acyl-homoserine lactone (acyl-HSL) receptor/transcription factor highly homologous to MbaR from the quorum sensing (QS) system of Methylobacter tundripaludum, another methane-oxidizer that has been isolated from the same environment. We reconstitute this detection system in Escherichia coli and also use mutant and transcriptomic analysis to show that the receptor from Methylomonas species strain LW13 (LW13) is active and alters LW13 gene expression in response to the acyl-HSL produced by M. tundripaludum. These findings provide a molecular mechanism for how two species of bacteria that may compete for resources in the environment can interact in a specific manner through a chemical signal. Overall design: In order to determine which genes MmsR regulates in response to acyl-HSL signal, we compared the transcriptome of exponentially growing LW13 in the presence or absence of 3-OH-C10-HSL. As a control for gene changes that are not the result of signal binding to MmsR, we constructed an unmarked, in-frame deletion of mmsR (∆mmsR) and also compared the transcriptome of this strain in the presence and absence of signal. For each condition, we sequenced the transcriptomes of two biological replicates.",,,Unknown,,,
PRJNA501192,501192,https://www.ncbi.nlm.nih.gov/bioproject/501192,Methylomonas methanica S-1 genome sequencing,Genome sequencing to study methane cycling in arid and semi-arid ecosystems,,,Comparative Analysis,,,
PRJNA501187,501187,https://www.ncbi.nlm.nih.gov/bioproject/501187,Methylocaldum sp. 0917 Genome sequencing,Genome sequencing to study methane cycling in arid and semi-arid ecosystems,,,Comparative Analysis,,,
PRJEB25534,471462,https://www.ncbi.nlm.nih.gov/bioproject/471462,Effect of salt stress on aerobic methane oxidation and associated methanotrophs; a microcosm study of a natural community from a non-saline environment,"We investigated the response of aerobic methane oxidation and the associated methanotrophs to salt-stress in a NaCl gradient ranging from 0 M (un-amended reference) to 0.6 M NaCl (seawater salinity) using a rice paddy soil as a model system. Salt-stress significantly inhibited methanotrophic activity at > 0.3 M NaCl; at 0.6 M NaCl amendment, methanotrophic activity fully ceased. MiSeq sequence and qPCR analyses revealed that type Ia methanotroph (Methylobacter) appeared to be favored under salinity up to 0.3 M NaCl, increasing in numerical abundance, while the type Ib subgroup was adversely affected. This suggests niche differentiation within members of the gammaproteobacterial methanotrophs. Overall, rice paddy soil methanotrophs showed remarkable resistance to salt-stress.",,,,,,
PRJNA454056,454056,https://www.ncbi.nlm.nih.gov/bioproject/454056,Methylomonas sp. ZR1 Genome sequencing and assembly,"Methanotrophs could convert methane into compounds with long carbon chain at room temperature, and have great potential to be developed into cell factories for the bioconversion of C1 compounds. However, the specific metabolic details of the methanotrophs were still unclear, and the metabolic characters of methanotrophs were proved distinct among species. Methylomonas sp. ZR1 isolated by our group was proved to growth fast from methane, and value added products lycopene were proved exist in the pigment of ZR1 from methane. Methylomonas are among the fast growing methanotrophs. In this study, the genomic background of ZR1 were analyzed.",,,,,,True
PRJNA433951,433951,https://www.ncbi.nlm.nih.gov/bioproject/433951,Core metabolism shifts of methanol vs. methane growth in the methanotroph Methylomicrobium buryatense 5GB1,"Methylomicrobium buryatense 5GB1 is an obligate methylotroph, which grows on methane or methanol with similar growth rates. Core metabolic pathways are similar on both substrates, but recent studies of methane metabolism suggest that growth on methanol might have significant differences from growth on methane. In this study, both a targeted metabolomics approach as well as a 13C tracer approach have been taken to understand core carbon metabolism in M. buryatense 5GB1 during methanol growth, to determine whether such differences occur. Targeted metabolomics analyses were performed on both methane and methanol cultures to identify metabolic nodes with altered fluxes. Several key metabolites showed significant differences in pool size. Noticeably, 2-keto-3-deoxy-6-phosphogluconate (KDPG) showed much larger pools under methanol culture, suggesting the Entner-Doudoroff (ED) pathway was more active. Intermediates in other parts of metabolism also showed differences in pool sizes under methanol growth. A systematic shift of active core metabolism is proposed to explain the changes. In order to distinguish flux partition differences at the C3-C4 node, 13C tracer analysis was also applied to methanol-grown cultures. Using the experimental results as constraints, we applied flux balance analysis to determine the metabolic flux phenotype of M. buryatense 5GB1 growing on methanol. The resulting new insights into core metabolism of this methanotroph provide an improved basis for future strain design. Overall design: RNA-seq analysis of gene expression of M. buryatense 5GB1 grown in continuous bioreactor culture. Growth parameters were tested with both biological and technical replicates for growth on methane and methanol.",,,Unknown,,,
PRJNA430105,430105,https://www.ncbi.nlm.nih.gov/bioproject/430105,Identifying bacteria strains isolated from rice roots Genome sequencing,Isolation and characterization of the lanthanum-dependent methylotrophy in the rice rhizosphere,,,,True,,
PRJNA425691,425691,https://www.ncbi.nlm.nih.gov/bioproject/425691,Methylomicrobium album BG8 transcriptome - BG8-REP3-NMS-MeOH,Methylomicrobium album BG8 transcriptome; Nitrate mineral salts media with methanol,,,Comparative Analysis,,,
PRJNA425690,425690,https://www.ncbi.nlm.nih.gov/bioproject/425690,Methylomicrobium album BG8 transcriptome - BG8-REP3-NMS-CH4,Methylomicrobium album BG8 transcriptome; Nitrate mineral salts media with methane,,,Comparative Analysis,,,
PRJNA425689,425689,https://www.ncbi.nlm.nih.gov/bioproject/425689,Methylomicrobium album BG8 transcriptome - BG8-REP3-AMS-MeOH,Methylomicrobium album BG8 transcriptome; Ammonia mineral salts media with methanol,,,Comparative Analysis,,,
PRJNA425688,425688,https://www.ncbi.nlm.nih.gov/bioproject/425688,Methylomicrobium album BG8 transcriptome - BG8-REP3-AMS-CH4,Methylomicrobium album BG8 transcriptome; Ammonia mineral salts media with methane,,,Comparative Analysis,,,
PRJNA425687,425687,https://www.ncbi.nlm.nih.gov/bioproject/425687,Methylomicrobium album BG8 transcriptome - BG8-REP2-NMS-MeOH,Methylomicrobium album BG8 transcriptome; Nitrate mineral salts media with methanol,,,Comparative Analysis,,,
PRJNA425686,425686,https://www.ncbi.nlm.nih.gov/bioproject/425686,Methylomicrobium album BG8 transcriptome - BG8-REP2-NMS-CH4 -2,Methylomicrobium album BG8 transcriptome; Nitrate mineral salts media with methane,,,Comparative Analysis,,,
PRJNA425685,425685,https://www.ncbi.nlm.nih.gov/bioproject/425685,Methylomicrobium album BG8 transcriptome - BG8-REP2-NMS-CH4,Methylomicrobium album BG8 transcriptome; Nitrate mineral salts media with methane,,,Comparative Analysis,,,
PRJNA425684,425684,https://www.ncbi.nlm.nih.gov/bioproject/425684,Methylomicrobium album BG8 transcriptome - BG8-REP2-AMS-MeOH,Methylomicrobium album BG8 transcriptome; Ammonia mineral salts media with methanol,,,Comparative Analysis,,,
PRJNA425683,425683,https://www.ncbi.nlm.nih.gov/bioproject/425683,Methylomicrobium album BG8 transcriptome - BG8-REP2-AMS-CH4 -2,Methylomicrobium album BG8 transcriptome; Ammonia mineral salts media with methane,,,Comparative Analysis,,,
PRJNA425682,425682,https://www.ncbi.nlm.nih.gov/bioproject/425682,Methylomicrobium album BG8 transcriptome - BG8-REP2-AMS-CH4,Methylomicrobium album BG8 transcriptome; Ammonia mineral salts media with methane,,,Comparative Analysis,,,
PRJNA425681,425681,https://www.ncbi.nlm.nih.gov/bioproject/425681,Methylomicrobium album BG8 transcriptome - BG8-REP1-NMS-MeOH,Methylomicrobium album BG8 transcriptome; Nitrate mineral salts media with methanol,,,Comparative Analysis,,,
PRJNA425680,425680,https://www.ncbi.nlm.nih.gov/bioproject/425680,Methylomicrobium album BG8 transcriptome - BG8-REP1-NMS-CH4,Methylomicrobium album BG8 transcriptome; Nitrate mineral salts media with methane,,,Comparative Analysis,,,
PRJNA425679,425679,https://www.ncbi.nlm.nih.gov/bioproject/425679,Methylomicrobium album BG8 transcriptome - BG8-REP1-AMS-MeOH,Methylomicrobium album BG8 transcriptome; Ammonia mineral salts media with methanol,,,Comparative Analysis,,,
PRJNA425678,425678,https://www.ncbi.nlm.nih.gov/bioproject/425678,Methylomicrobium album BG8 transcriptome - BG8-REP1-AMS-CH4,Methylomicrobium album BG8 transcriptome; Ammonia mineral salts media with methane,,,Comparative Analysis,,,
PRJNA425644,425644,https://www.ncbi.nlm.nih.gov/bioproject/425644,Methylococcus capsulatus Bath transcriptome - Bath-REP3-NMS-MeOH,Methylococcus capsulatus Bath transcriptome; Nitrate mineral salts media with methanol,,,Comparative Analysis,,,
PRJNA425643,425643,https://www.ncbi.nlm.nih.gov/bioproject/425643,Methylococcus capsulatus Bath transcriptome - Bath-REP3-NMS-CH4,Methylococcus capsulatus Bath transcriptome; Nitrate mineral salts media with methane,,,Comparative Analysis,,,
PRJNA425642,425642,https://www.ncbi.nlm.nih.gov/bioproject/425642,Methylococcus capsulatus Bath transcriptome - Bath-REP3-AMS-MeOH,Methylococcus capsulatus Bath transcriptome; Ammonia mineral salts media with methanol,,,Comparative Analysis,,,
PRJNA425641,425641,https://www.ncbi.nlm.nih.gov/bioproject/425641,Methylococcus capsulatus Bath transcriptome - Bath-REP3-AMS-CH4.tube,Methylococcus capsulatus Bath transcriptome; Nitrate mineral salts media with methane,,,Comparative Analysis,,,
PRJNA425640,425640,https://www.ncbi.nlm.nih.gov/bioproject/425640,Methylococcus capsulatus Bath transcriptome - Bath-REP3-AMS-CH4,Methylococcus capsulatus Bath transcriptome; Ammonia mineral salts media with methane,,,Comparative Analysis,,,
PRJNA425639,425639,https://www.ncbi.nlm.nih.gov/bioproject/425639,Methylococcus capsulatus Bath transcriptome - Bath-REP2-NMS-MeOH,Methylococcus capsulatus Bath transcriptome; Nitrate mineral salts media with methanol,,,Comparative Analysis,,,
PRJNA425638,425638,https://www.ncbi.nlm.nih.gov/bioproject/425638,Methylococcus capsulatus Bath transcriptome - Bath-REP2-NMS-CH4,Methylococcus capsulatus Bath transcriptome; Nitrate mineral salts media with methane,,,Comparative Analysis,,,
PRJNA425637,425637,https://www.ncbi.nlm.nih.gov/bioproject/425637,Methylococcus capsulatus Bath transcriptome - Bath-REP2-AMS-MeOH,Methylococcus capsulatus Bath transcriptome; Ammonia mineral salts media with methanol,,,Comparative Analysis,,,
PRJNA425636,425636,https://www.ncbi.nlm.nih.gov/bioproject/425636,Methylococcus capsulatus Bath transcriptome - Bath-REP2-AMS-CH4,Methylococcus capsulatus Bath transcriptome; Ammonia mineral salts media with methane,,,Comparative Analysis,,,
PRJNA425635,425635,https://www.ncbi.nlm.nih.gov/bioproject/425635,Methylococcus capsulatus Bath transcriptome - Bath-REP1-NMS-MeOH,Methylococcus capsulatus Bath transcriptome; Nitrate mineral salts media with methanol,,,Comparative Analysis,,,
PRJNA425634,425634,https://www.ncbi.nlm.nih.gov/bioproject/425634,Methylococcus capsulatus Bath transcriptome - Bath-REP1-NMS-CH4,Methylococcus capsulatus Bath transcriptome; Nitrate mineral salts media with methane,,,Comparative Analysis,,,
PRJNA425633,425633,https://www.ncbi.nlm.nih.gov/bioproject/425633,Methylococcus capsulatus Bath transcriptome - Bath-REP1-AMS-MeOH,Methylococcus capsulatus Bath transcriptome; Ammonia mineral salts media with methanol,,,Comparative Analysis,,,
PRJNA425632,425632,https://www.ncbi.nlm.nih.gov/bioproject/425632,Methylococcus capsulatus Bath transcriptome - Bath-REP1-AMS-CH4,Methylococcus capsulatus Bath transcriptome; Ammonia mineral salts media with methane,,,Comparative Analysis,,,
PRJNA420422,420422,https://www.ncbi.nlm.nih.gov/bioproject/420422,Methylomonas sp. Kb3 Genome sequencing and assembly,Methanotrophic bacteria from rice fields in India were isolated. This organism was isolated from an organically fertilized rice field,,True,,,,
PRJNA418066,418066,https://www.ncbi.nlm.nih.gov/bioproject/418066,Methylovulum psychrotolerans strain:Sph1 Genome sequencing and assembly,Methylovulum psychrotolerans Sph1,,,,,,True
PRJNA417962,417962,https://www.ncbi.nlm.nih.gov/bioproject/417962,"Collection of 3,087 bacterial metagenome-assembled genomes recovered from metagenomes available from the Sequence Read Archive.","Collection of 3,087 bacterial metagenome-assembled genomes (MAGs) recovered from metagenomes available from the Sequence Read Archive. These MAGs comprise part of the data set used to define a standardised bacterial taxonomy based on a concatenated protein phylogeny that conservatively removes polyphyletic groups and normalises ranks based on relative evolutionary divergence.",,,,,,True
PRJDB5306,403957,https://www.ncbi.nlm.nih.gov/bioproject/403957,Complete genome of Methylocaldum marinum,"Complete genome of a novel marine methanotroph, Methylocaldum marinum, was sequenced and analyzed. Data will be compiled with transcriptome data, and further analyzed.",,,,,,
PRJNA403474,403474,https://www.ncbi.nlm.nih.gov/bioproject/403474,Methylomonas sp. JGI 01_C17 Genome sequencing,"Single cell genome sequencing from the North Pacfic Subtropical Gyre, Station ALOHA",,,Comparative Analysis,,,
PRJEB37235,400878,https://www.ncbi.nlm.nih.gov/bioproject/400878,Study type II and I methanotrophs in paddy soils,"Based on Illumina sequencing 16S rRNA genes, a greater propagation of type II over type I methanotrophs was observed in YX, YT and TY soils, whereas the reversed consequence was shown in ZY, CS and LZ soils.",,,,,,
PRJEB40045,399867,https://www.ncbi.nlm.nih.gov/bioproject/399867,methanotrophs in wetland paddies,methanotrophs in wetland paddies,,,,,,
PRJNA396065,396065,https://www.ncbi.nlm.nih.gov/bioproject/396065,OXYGEN-LIMITED METABOLISM IN THE METHANOTROPH METHYLOMICROBIUM BURYATENSE 5GB1C,"The bacteria that grow on methane aerobically (methanotrophs) support populations of non-methanotrophs in the natural environment by excreting methane-derived carbon. One group of excreted compounds are short-chain organic acids, generated in highest abundance when cultures are grown under O2-starvation. We examined this O2-starvation condition in the methanotroph Methylomicrobium buryatense 5GB1C . Under prolonged O2-starvation in a closed vial, this methanotroph increases the amount of acetate excreted about 10-fold, but the formate, lactate, and succinate excreted do not respond to this culture condition. In bioreactor cultures, the amount of each excreted product is similar across a range of growth rates and limiting substrates, including O2-limitation. A set of mutants were generated in genes predicted to be involved in generating or regulating excretion of these compounds and tested for growth defects, and changes in excretion products. The phenotypes and associated metabolic flux modeling suggested that in M. buryatense 5GB1C, formate and acetate are excreted in response to redox imbalance, and the resulting metabolic state represents a combination of fermentation and respiration metabolism.   Overall design: RNA-seq analysis of gene expression of M. buryatense 5GB1 grown in continuous bioreactor culture. Several conditions were used to isolate the effects of O2 limitation on 5GB1 metabolism: O2 limitation at slow growth, O2 limitation with fast growth, CH4 limitation with fast growth, and a terminal oxidase knockout mutant. Each condition had two biological replicates, and between 1 and 4 technical replicates.",,,Unknown,,,
PRJNA394670,394670,https://www.ncbi.nlm.nih.gov/bioproject/394670,Comparative transcriptome analysis of a novel obligate Methylomonas sp. DH-1 reveals key differences in the transcriptional responses in C1 and secondary metabolite pathways during growth on methane and methanol,"We integrated genomic and transcriptomic analysis of a newly isolated obligate Methylomonas sp. DH-1 grown on methane and methanol. Comparative transcriptomic analysis between methane and methanol as a sole carbon source revealed different transcriptional responses of Methylomonas sp. DH-1, especially in C1 assimilation, the secondary metabolites pathways and the oxidative stress related genes Overall design: Examination of the differental expression genes when cultured Methylomonas sp. DH-1 in two different carbon sources methane and methanol",,,Unknown,,,
PRJNA394621,394621,https://www.ncbi.nlm.nih.gov/bioproject/394621,Methylomonas koyamae strain:LM6 Genome sequencing and assembly,"Genome sequencing of methane-consuming bacteria, Methylomonas sp. LM6",True,,,,,
PRJNA391059,391059,https://www.ncbi.nlm.nih.gov/bioproject/391059,Methylovulum psychrotolerans strain:HV10_M2 Genome sequencing,Complete genome Methylovulum psychrotolerants str. HV10_M2,,True,,,,
PRJNA390985,390985,https://www.ncbi.nlm.nih.gov/bioproject/390985,Transcriptomics of Methylobacter tundripaludum SV96,Transcriptomics of Methylobacter tundripaludum SV96,,True,,,,
PRJNA388156,388156,https://www.ncbi.nlm.nih.gov/bioproject/388156,Crenothrix sp. China:harbin Raw sequence reads,"biological ammonia, iron and manganese removal",,,,,,
PRJNA377219,377219,https://www.ncbi.nlm.nih.gov/bioproject/377219,Methylovulum psychrotolerans Genome sequencing and assembly,Methylovulum psychrotolerans Str. HV10_M2 isolated from Hardangervidda (Norway),,True,,,,
PRJEB19189,374819,https://www.ncbi.nlm.nih.gov/bioproject/374819,Crenothrix polyspora sand filter metagenomics project,Crenothrix polyspora is a filamentous methane-oxidizing bacterium with a complex life cycle. Mass developments of this gammaproteobacterium in drinking water systems have caused problems with drinking water supply. Partial genomes of C. polyspora were reconstructed from the metagenome of a sand filter of a drinkin water treatment plant.,,,,,,
PRJNA369868,369868,https://www.ncbi.nlm.nih.gov/bioproject/369868,Methylobacter tundripaludum OWC-G53F genome sequencing,Genome sequencing to study microbial metabolism in carbon rich deep shale environments,,,Comparative Analysis,,,
PRJNA369867,369867,https://www.ncbi.nlm.nih.gov/bioproject/369867,Methylobacter tundripaludum OWC-DMM genome sequencing,Genome sequencing to study microbial metabolism in carbon rich deep shale environments,,,Comparative Analysis,,,
PRJNA367817,367817,https://www.ncbi.nlm.nih.gov/bioproject/367817,Methylobacter tundripaludum OWC-G53F genome sequencing,Genome sequencing to study microbial metabolism in carbon rich deep shale environments,,,Comparative Analysis,,,
PRJNA367816,367816,https://www.ncbi.nlm.nih.gov/bioproject/367816,Methylobacter tundripaludum OWC-DMM genome sequencing,Genome sequencing to study microbial metabolism in carbon rich deep shale environments,,,Comparative Analysis,,,
PRJNA361434,361434,https://www.ncbi.nlm.nih.gov/bioproject/361434,Methylotetracoccus oryzae Genome sequencing and assembly,Isolation of a novel type Ib methanotroph culture from Chinese paddy field.,,,,,,
PRJEB18516,356533,https://www.ncbi.nlm.nih.gov/bioproject/356533,Methylocaldum sp. 175,Methylocaldum sp. 175,,,,,,
PRJNA355959,355959,https://www.ncbi.nlm.nih.gov/bioproject/355959,Bacterial community composition Raw sequence reads,To make clear bacterial community composition in different soils and sediments,,,,,,
PRJNA352765,352765,https://www.ncbi.nlm.nih.gov/bioproject/352765,"microorganisms in the biofilter for ammonia, iron and manganese removal Genome sequencing and assembly",The variation of spatial distribution of microbial populations in the biofilter at different dissolved oxygen concentrations,,,,,,
PRJNA350575,350575,https://www.ncbi.nlm.nih.gov/bioproject/350575,Bathymodiolus platifrons methylotrophs symbiosis Metagenomic assembly,deep sea mussels endosymbiont,,True,,,,
PRJNA349985,349985,https://www.ncbi.nlm.nih.gov/bioproject/349985,Methylocaldum sp. 14B Genome sequencing and assembly,"This strain Methylocaldum sp. 14B was described in a published paper (Bioresource Technology, 2016, 201: 50-–57). Here we will give the draft genomic sequence of this strain.",,,,,,
PRJNA349982,349982,https://www.ncbi.nlm.nih.gov/bioproject/349982,Methylocaldum sp. SAD2 Genome sequencing and assembly,"This strain, Methylocaldum sp. SAD2, was discribed in a published paper (Process Biochemistry,2016, 51: 838–844). Here we will give the draft genomic sequence of the strain.",,True,,,,
PRJNA346565,346565,https://www.ncbi.nlm.nih.gov/bioproject/346565,Methylobacter sp. UW 659-2-H10 Genome sequencing,Methylobacter sp. UW 659-2-H10 genome sequencing,,,Comparative Analysis,,,
